coin_name,spider_web,virtual_drop_A,virtual_drop_B,time_A,time_B,condition,func
WIF,inversting,1.282,1.145,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
YGG,binance,1.749,1.397,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACH,binance,1.784,3.232,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BRETT,inversting,1.994,3.586,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CKB,binance,1.483,3.387,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CTSI,binance,1.442,1.202,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EGLD,binance,1.467,1.150,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ERN,binance,1.495,1.606,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,binance,1.138,1.177,11-26 04:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GALA,binance,3.440,1.131,11-26 06:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMTn,inversting,1.210,1.259,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGH,binance,1.528,1.171,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGHs,inversting,1.470,1.231,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.348,1.189,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LQTY,binance,1.325,2.513,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAGIC,inversting,1.799,1.218,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MANA,binance,1.223,1.444,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,binance,1.685,1.270,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEAR,binance,1.238,1.700,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEIRO,inversting,1.282,2.781,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NOT,binance,1.255,1.371,11-26 08:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEPE,inversting,1.181,1.279,11-26 01:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PYTH,inversting,1.543,1.523,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QNT,binance,1.339,1.382,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAND,binance,2.219,1.646,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPEC,inversting,1.224,1.884,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPELL,binance,1.325,1.167,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SXP,binance,1.182,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,binance,1.396,3.559,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1MBABYDOGE,binance,1.251,3.626,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALICE,binance,1.455,3.286,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,binance,1.554,1.151,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALTl,inversting,1.487,1.226,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AMP,binance,2.166,1.312,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
APE,binance,1.328,1.360,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,1.260,2.994,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATA,binance,1.575,1.355,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BAKE,inversting,1.204,1.154,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLZ,binance,1.527,1.443,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BOME,binance,1.140,2.875,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
BONK,inversting,1.298,1.411,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
C98,binance,3.277,1.315,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CATs,inversting,1.669,3.019,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CFX,binance,1.433,1.195,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CHR,binance,1.804,3.586,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
COTI,binance,1.556,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.167,1.525,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DARn,inversting,1.156,1.718,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,1.321,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDX,binance,1.604,1.193,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,inversting,2.591,1.444,11-26 01:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLOKI,binance,1.397,2.853,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMT,binance,1.162,1.108,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,binance,1.273,2.927,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LEVER,binance,1.514,3.307,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
LINA,inversting,1.209,3.584,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LPT,binance,1.500,1.267,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
MOCA,inversting,2.556,1.210,11-26 10:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEO,inversting,1.317,2.495,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PEOPLE,inversting,1.440,1.131,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PHB,binance,1.410,1.412,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PUFFER,inversting,1.818,3.963,11-26 05:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
REZ,inversting,1.626,1.258,11-26 01:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SCR,binance,1.295,1.228,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BRETT,inversting,1.994,3.586,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOCA,inversting,2.556,1.210,11-26 10:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PUFFER,inversting,1.818,3.963,11-26 05:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
SPEC,inversting,1.224,1.884,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BAKE,inversting,1.204,1.154,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,binance,1.273,2.927,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENGv,inversting,1.687,1.383,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAND,binance,1.213,1.646,11-26 04:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAND,binance,1.213,1.646,11-26 04:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAND,inversting,1.731,1.755,11-26 05:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,inversting,2.848,2.045,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGEN,inversting,1.219,1.181,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,2.994,1.201,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATA,binance,3.274,1.355,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CKB,binance,1.104,3.387,11-26 03:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ERN,binance,1.495,1.606,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NOT,binance,1.255,1.371,11-26 08:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SCR,binance,1.280,1.228,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CTSI,binance,3.463,1.202,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,inversting,1.627,3.477,11-26 05:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
ATA,inversting,3.363,1.445,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGEN,inversting,1.219,1.181,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,inversting,1.627,3.477,11-26 05:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
CTSI,binance,3.463,1.202,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGEN,inversting,1.219,1.181,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ERN,binance,1.495,1.606,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
REZ,binance,1.502,1.473,11-26 03:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CKB,binance,1.104,3.387,11-26 03:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NOT,binance,1.255,1.371,11-26 08:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPELL,binance,3.293,1.167,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALTl,inversting,1.341,1.226,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
APE,binance,1.328,1.360,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,inversting,2.995,1.183,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CFX,inversting,1.321,3.193,11-26 03:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.167,1.525,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DARn,inversting,1.156,1.718,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,2.543,1.313,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGH,binance,1.115,1.171,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGHs,inversting,1.173,1.231,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.348,1.189,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LQTY,binance,1.355,1.162,11-26 03:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PYTH,binance,1.293,1.499,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
REZ,binance,1.502,1.473,11-26 03:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPELL,binance,3.293,1.167,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,inversting,1.282,1.145,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALICE,binance,3.286,1.166,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.960,11-26 04:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FRED,inversting,1.236,2.064,11-26 04:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGH,binance,1.115,1.171,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGHs,inversting,1.173,1.231,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.348,1.189,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LQTY,binance,1.355,1.162,11-26 03:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAGIC,binance,1.106,1.296,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
PYTH,inversting,1.184,1.523,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
REZ,binance,1.502,1.473,11-26 03:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPELL,inversting,3.040,1.180,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CLV,binance,1.295,3.282,11-26 04:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
APE,inversting,1.470,1.502,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
C98,binance,3.277,1.315,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FRED,inversting,1.236,2.064,11-26 04:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LINA,inversting,3.584,1.101,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LIT,inversting,1.129,1.297,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAGIC,inversting,1.106,1.218,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,binance,3.559,1.117,11-26 06:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CRV,inversting,1.347,1.238,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OP,binance,1.795,1.131,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,binance,3.249,1.161,11-26 06:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CATI,inversting,1.673,1.211,11-26 05:00,11-26 23:00,change <=-0.7,apply_condition_1_to_func_1_base
CLV,binance,1.295,3.282,11-26 04:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,binance,2.843,1.270,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,binance,3.559,1.117,11-26 06:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BRETT,inversting,3.586,1.256,11-26 06:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CLV,binance,1.295,3.282,11-26 04:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LIT,inversting,1.129,1.297,11-26 05:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OP,binance,1.795,1.131,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TLM,inversting,1.429,2.899,11-26 03:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OPm,inversting,1.712,1.222,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CRV,inversting,1.347,1.238,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,binance,2.843,1.270,11-26 06:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,inversting,2.620,1.364,11-26 06:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
CRV,inversting,1.347,1.238,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OP,binance,1.795,1.131,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OPm,inversting,1.712,1.222,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,binance,3.249,1.161,11-26 06:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,binance,1.138,1.177,11-26 04:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OPm,inversting,1.712,1.222,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,binance,3.249,1.161,11-26 06:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,binance,1.138,1.177,11-26 04:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDXn,inversting,1.158,1.173,11-26 12:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ETHFI,binance,1.814,1.628,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.695,1.754,11-26 03:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDX,inversting,1.719,1.319,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,inversting,2.620,1.364,11-26 06:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
TLM,inversting,1.429,2.899,11-26 03:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ETHFI,inversting,1.685,1.439,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEIROe,inversting,1.207,1.216,11-26 05:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
REN,inversting,1.169,1.631,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SNX,inversting,1.293,1.869,11-26 05:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDXn,inversting,1.158,1.173,11-26 12:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,inversting,3.352,1.248,11-26 06:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,inversting,2.620,1.364,11-26 06:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
STRK,inversting,1.695,1.754,11-26 03:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
THL,inversting,1.245,1.136,11-26 03:00,11-26 10:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACA,binance,3.614,2.275,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDXn,inversting,1.158,1.173,11-26 12:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ETHFI,binance,1.814,1.628,11-26 05:00,11-27 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,inversting,3.352,1.248,11-26 06:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.695,1.754,11-26 03:00,11-26 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACA,binance,3.614,2.275,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARB,binance,2.359,1.901,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PENDLE,binance,3.341,1.105,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PENDLE,binance,3.341,1.105,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARB,binance,2.359,1.901,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOGS,binance,1.517,2.373,11-26 05:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HMSTR,binance,2.783,1.144,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PENDLE,binance,3.341,1.105,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARB,binance,2.359,1.901,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOGS,binance,1.517,2.373,11-26 05:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HMSTR,binance,2.783,1.144,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AI,binance,1.169,2.413,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
FIS,binance,3.020,1.318,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MKR,binance,1.668,1.451,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BAKE,binance,3.162,2.064,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XAI,binance,3.205,1.308,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AI,binance,1.169,2.413,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
FIS,binance,3.020,1.318,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MKR,binance,1.668,1.451,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1000SATS,binance,1.180,2.176,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
API3,binance,3.447,2.260,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARKM,binance,2.903,2.223,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
